Clicked At,Replied At,Data Entered At,Attachment Opened At,Macro Enabled At,QR Code Scanned At,Opened At,Reported,Scheduled,Delivered At,Job Title,Division,Browser,Browser Version,Operating System,Email Template,Current PPP,Risk Score,Department,
,,,,,,,,11/25/24 19:26,11/25/24 19:26,Administration,,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.00813008,48.3921,FAC OPER PLANT ADMIN,
,,,,,,,,11/27/24 14:40,11/27/24 14:40,Administration,EMP ENGLISH,,,,Would you mind taking a look at this invoice? (Link) (Spoofs Domain) (Credentials Landing Page),0.00787402,44.9199,ENGLISH,
,,,,,,11/27/24 17:56,,11/27/24 17:16,11/27/24 17:16,Administration,EMP PSYCHOLOGY,,,,Parking Ticket Refund (Link),0.0277778,48.3921,,
,,,,,,11/25/24 17:03,11/25/24 17:03,11/25/24 17:00,11/25/24 17:00,Administration,EMP IT USER SERVICES,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0.0225564,39.1328,IT USER SERVICES,
,,,,,,,,11/27/24 21:02,11/27/24 21:02,Administration,,,,,LinkedIn: Who's searching for you online? (Link),0,46.0773,FAC OPER PLANT ADMIN,
,,,,,,11/27/24 14:14,11/27/24 14:14,11/26/24 20:01,11/26/24 20:01,Administration,EMP COLLEGE OF SCIENCE & MATH ADMIN,,,,Facebook: Your friend tagged you in photos on Facebook (Link) (SPT),0.0597015,36.4476,PHYSICS,
,,,,,,11/26/24 17:21,11/26/24 17:21,11/26/24 17:20,11/26/24 17:20,Administration,EMP COUNSELING,,,,Hello All Cat Lovers!!!!! (Link),0.0384615,41.4476,COUNSELING,
,,,,,,11/27/24 13:53,11/27/24 13:53,11/26/24 14:42,11/26/24 14:43,Administration,EMP KREITZBERG LIBRARY,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0.00787402,39.1328,KREITZBERG LIBRARY,
,,,,,,,,11/26/24 14:23,11/26/24 14:23,Administration,EMP KREITZBERG ARENA,,,,Ticketmaster: Basketball Season is Here! (QR Code),0.0384615,40.2902,KREITZBERG ARENA,
,,,,,,11/26/24 19:27,,11/26/24 17:49,11/26/24 17:49,Administration,EMP ARCHITECTURE,,,,EA Playstation Account Notification (Link) (QR Code),0.123077,50.7069,ARCHITECTURE,
,,,,,,,,11/26/24 16:21,11/26/24 16:21,Administration,EMP ATHLETIC FUNDRAISING ADMINISTRATION,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.00787402,46.0773,ATHLETIC FUNDRAISING ADMINISTRATION,
,,,,,,,,11/26/24 19:39,11/26/24 19:39,Administration,EMP INFORMATION TECHNOLOGY,,,,LinkedIn: Who's searching for you online? (Link),0.0606061,46.0773,INFORMATION TECHNOLOGY,
,,,,,,,,11/27/24 16:44,11/27/24 16:44,Administration,EMP HUMAN RESOURCES,,,,Authorize Pending Transaction on your Wallet (Link),0.0384615,39.1328,HUMAN RESOURCES,
,,,,,,,,11/26/24 18:24,11/26/24 18:24,Administration,EMP MECHANICAL ENGINEERING,,,,Marriott: We're sorry. Here is a free 2-night stay at any Marriott location. (Link) (Credentials Landing Page),0.015748,46.0773,MECHANICAL ENGINEERING,
,,,,,,11/28/24 12:06,,11/27/24 21:57,11/27/24 21:57,Administration,EMP ENGLISH,,,,EA Playstation Account Notification (Link) (QR Code),0.0454545,46.0773,ENGLISH,
,,,,,,11/25/24 22:49,,11/25/24 21:18,11/25/24 21:18,Administration,EMP INTERNATIONAL CENTER,,,,Dick's: Congratulations! (QR Code),0.00787402,46.0773,INTERNATIONAL CENTER,
,,,,,,11/25/24 18:01,,11/25/24 17:36,11/25/24 17:36,Administration,,,,,LinkedIn: Verification Required! (Link) (Credentials Landing Page),0.0714286,43.7625,MASTERS SCIENCE NURSING - MSN,
,,,,,,,,11/26/24 16:46,11/26/24 16:46,Administration,EMP CHEMISTRY AND BIOCHEMISTRY,,,,Dick's: Congratulations! (QR Code),0.0229008,48.3921,CHEMISTRY AND BIOCHEMISTRY,
,,,,,,11/25/24 22:00,,11/25/24 21:41,11/25/24 21:41,Administration,EMP CRIMINOLOGY AND CRIMINAL JUSTICE,,,,Get Spotify Premium for Free! (QR Code),0.0381679,39.1328,CRIMINOLOGY AND CRIMINAL JUSTICE,
,,,,,,11/27/24 19:02,,11/27/24 17:36,11/27/24 17:36,Administration,EMP ATHLETIC ADMINISTRATION,,,,jetBlue: Chance to win a FREE upgrade on your flight to New York! (Link),0.0225564,46.0773,FOOTBALL,
,,,,,,,,11/26/24 18:40,11/26/24 18:40,Administration,EMP FINANCIAL AFFAIRS,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0521739,46.0773,FINANCIAL AFFAIRS,
,,,,,,,,11/25/24 17:35,11/25/24 17:35,Administration,EMP ADMISSIONS,,,,New invitation to publish your book (Link),0.107692,42.605,ADMISSIONS,
,,,,,,,,11/26/24 18:45,11/26/24 18:45,Administration,EMP COMPUTER SECURITY & INFO ASSURANCE,,,,Slack: Mandatory mobile app update (QR Code),0.0078125,46.0773,COMPUTER SECURITY & INFO ASSURANCE,
,,,,,,,,11/26/24 18:28,11/26/24 18:28,Administration,EMP HISTORY,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,HISTORY,
,,,,,,,,11/27/24 17:03,11/27/24 17:03,Administration,EMP BIOLOGY,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.00793651,46.0773,BIOLOGY,
,,,,,,,,11/26/24 20:41,11/26/24 20:41,Administration,EMP COLLEGE OF GRAD & CONT STUDIES-GAO,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.02,39.1328,COLLEGE OF GRAD & CONT STUDIES-GAO,
,,,,,,,,11/25/24 15:06,11/25/24 15:06,Administration,EMP VP - STUDENT AFFAIRS,,,,Netflix Alerts: The Wait is Over! (Link),0.037594,48.3921,VP - STUDENT AFFAIRS,
,,,,,,11/28/24 16:32,11/28/24 16:32,11/27/24 19:06,11/27/24 19:06,Administration,EMP ATHLETIC ADMINISTRATION,,,,EA Playstation Account Notification (Link) (QR Code),0.0196078,39.1328,WOMEN'S LACROSSE,
,,,,,,,,11/27/24 17:35,11/27/24 17:36,Administration,EMP FINANCIAL AFFAIRS,,,,Chase: You have a payment on hold (Link),0.0225564,39.1328,FINANCIAL AFFAIRS,
,,,,,,,,11/25/24 21:11,11/25/24 21:11,Administration,EMP KREITZBERG LIBRARY,,,,Parking Ticket Refund (Link),0.0305344,48.3921,KREITZBERG LIBRARY,
,,,,,,11/27/24 16:13,,11/25/24 17:53,11/25/24 17:53,Administration,EMP MATHEMATICS,,,,UPS: Service Temporarily Unavailable (QR Code),0.015748,46.0773,MATHEMATICS,
,,,,,,,,11/26/24 15:18,11/26/24 15:18,Administration,EMP PHYSICS,,,,Hello All Cat Lovers!!!!! (Link),0.00793651,43.7625,PHYSICS,
,,,,,,,,11/26/24 21:38,11/26/24 21:38,Administration,EMP CIVIL ENGINEERING,,,,Ticketmaster: Basketball Season is Here! (QR Code),0.00787402,46.0773,CIVIL ENGINEERING,
,,,,,,,,11/25/24 18:04,11/25/24 18:04,Administration,EMP IT SYSTEMS AND ARCH,,,,Your School Portraits are now available - Order#24532197 (Link),0.0305344,46.0773,IT SYSTEMS AND ARCH,
,,,,,,,,11/26/24 14:30,11/26/24 14:30,Administration,,,,,Someone sent you a Mother's Day ecard! (Link) (Credentials Landing Page),0.00833333,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,11/26/24 19:02,11/26/24 19:02,Administration,EMP PHYSICS,,,,ParkingEye: Parking Ticket Refund (Link),0.0384615,46.0773,PHYSICS,
,,,,,,,,11/26/24 14:50,11/26/24 14:50,Administration,EMP FAC OPER PLANT ADMIN,,,,Starbucks: Forgot Password (Link),0.0300752,42.605,FAC OPER PLANT ADMIN,
,,,,,,,,11/27/24 16:45,11/27/24 16:45,Administration,EMP CAREER DEVELOPMENT,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0.0225564,46.0773,CAREER DEVELOPMENT,
,,,,,,,,11/26/24 20:58,11/26/24 20:59,Administration,EMP FINANCIAL AID OFFICE,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0.030303,39.1328,FINANCIAL AID OFFICE,
,,,,,,,,11/26/24 14:53,11/26/24 14:53,Administration,EMP MECHANICAL ENGINEERING,,,,Marriott: We're sorry. Here is a free 2-night stay at any Marriott location. (Link) (Credentials Landing Page),0.11194,40.2902,MECHANICAL ENGINEERING,
,,,,,,,,11/25/24 21:33,11/25/24 21:33,Administration,EMP FAC OPER PLANT ADMIN,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.00793651,46.0773,FAC OPER PLANT ADMIN,
,,,,,,11/26/24 22:20,,11/26/24 20:44,11/26/24 20:44,Administration,EMP ARCHITECTURE,,,,EA Playstation Account Notification (Link) (QR Code),0.00757576,43.7625,ARCHITECTURE,
,,,,,,11/26/24 20:16,,11/26/24 17:48,11/26/24 17:48,Administration,EMP ARCHITECTURE,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0.0305344,44.9199,ARCHITECTURE,
,,,,,,,,11/25/24 21:56,11/25/24 21:56,Administration,EMP MASTERS SCIENCE NURSING - MSN,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0,46.0773,MASTERS SCIENCE NURSING - MSN,
,,,,,,11/26/24 16:10,11/26/24 16:10,11/26/24 16:10,11/26/24 16:10,Administration,EMP ADMISSIONS,,,,UPS: Service Temporarily Unavailable (QR Code),0.015748,39.1328,ADMISSIONS,
,,,,,,,,11/26/24 15:35,11/26/24 15:35,Administration,EMP CIVIL ENGINEERING,,,,Slack: Mandatory mobile app update (QR Code),0.0305344,46.0773,CIVIL ENGINEERING,
,,,,,,,,11/27/24 17:15,11/27/24 17:15,Administration,EMP FAC OPER PLANT ADMIN,,,,Get Spotify Premium for Free! (QR Code),0,46.0773,FAC OPER PLANT ADMIN,
,,,,,,11/26/24 19:43,11/26/24 19:43,11/26/24 19:10,11/26/24 19:11,Administration,EMP CRIMINOLOGY AND CRIMINAL JUSTICE,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0.00793651,39.1328,CRIMINOLOGY AND CRIMINAL JUSTICE,
,,,,,,,,11/26/24 21:34,11/26/24 21:34,Administration,INSTITUTIONAL RESEARCH,,,,LinkedIn: Who's searching for you online? (Link),0.135135,47.9291,,
,,,,,,,,11/25/24 18:57,11/25/24 18:57,Administration,EMP IT SYSTEMS AND ARCH,,,,Parking Ticket Refund (Link),0.00793651,46.0773,IT SYSTEMS AND ARCH,
,,,,,,11/26/24 18:04,,11/26/24 17:18,11/26/24 17:18,Administration,EMP HISTORY,,,,Navy Federal: Your deposit is on hold (Link),0.030303,46.0773,HISTORY,
,,,,,,,,11/26/24 19:24,11/26/24 19:24,Administration,,,,,Amazon: Amazon Renewal (Link),0.0186916,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,11/26/24 15:54,11/26/24 15:54,Administration,EMP UNIFORM PROCUREMENT,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.101449,46.0773,UNIFORM PROCUREMENT,
,,,,,,,,11/26/24 18:25,11/26/24 18:25,Administration,EMP FAC OPER PLANT ADMIN,,,,Dick's: Congratulations! (QR Code),0.0230769,48.3921,FAC OPER PLANT ADMIN,
,,,,,,11/25/24 17:57,,11/25/24 17:07,11/25/24 17:07,Administration,,,,,Amazon: Your Amazon Order of AirPods Pro (2nd Generation) Wireless Earbuds (Link) (QR Code),0.00793651,46.0773,MAJOR GIFTS OPERATIONS,
,,,,,,,,11/25/24 15:09,11/25/24 15:10,Administration,EMP FAC OPER PLANT ADMIN,,,,Authorize Pending Transaction on your Wallet (Link),0.00793651,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,11/26/24 19:19,11/26/24 19:19,Administration,EMP MATHEMATICS,,,,ParkingEye: Parking Ticket Refund (Link),0.0277778,46.0773,,
,,,,,,11/27/24 19:15,11/27/24 19:15,11/27/24 15:11,11/27/24 15:11,Administration,EMP COMDNT CADETS,,,,Chase: You have a payment on hold (Link),0.015748,39.1328,COMDNT CADETS,
,,,,,,11/26/24 18:15,,11/25/24 21:15,11/25/24 21:15,Administration,,,,,Kmart: Kmart Deals are Starting Soon! (Link) (PDF Attachment),0.030303,46.0773,MAJOR GIFTS OPERATIONS,
,,,,,,,,11/27/24 21:50,11/27/24 21:50,Administration,EMP ELECTRICAL AND COMPUTER ENGINEERING,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0.015748,41.4476,ELECTRICAL AND COMPUTER ENGINEERING,
,,,,,,,,11/27/24 15:21,11/27/24 15:21,Administration,EMP OFFICE OF ACADEMIC RESEARCH,,,,Your School Portraits are now available - Order#24532197 (Link),0.030303,39.1328,OFFICE OF ACADEMIC RESEARCH,
,,,,,,11/25/24 15:23,11/25/24 15:23,11/25/24 15:21,11/25/24 15:21,Administration,EMP DISTANCE MBA PROGRAM,,,,Someone sent you a Mother's Day ecard! (Link) (Credentials Landing Page),0.0606061,39.1328,COLLEGE OF GRAD & CONT STUDIES-GAO,
,,,,,,11/27/24 1:35,11/27/24 1:35,11/26/24 13:30,11/26/24 13:30,Administration,EMP CASA - CENTER ACADEMIC SUCCESS,,,,EA Playstation Account Notification (Link) (QR Code),0.0225564,39.1328,CASA - CENTER ACADEMIC SUCCESS,
,,,,,,11/26/24 7:02,11/26/24 7:02,11/25/24 20:11,11/25/24 20:11,Administration,EMP WNUB,,,,Dick's: Congratulations! (QR Code),0.0606061,41.4476,WNUB,
,,,,,,11/27/24 17:05,,11/27/24 16:59,11/27/24 16:59,Administration,EMP POLITICAL SCIENCE,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0.00793651,42.605,POLITICAL SCIENCE,
,,,,,,,,11/26/24 14:52,11/26/24 14:52,Administration,EMP FAC OPER PLANT ADMIN,,,,Crypto University Giveaway (Link),0,46.0773,FAC OPER PLANT ADMIN,
,,,,,,11/28/24 6:52,,11/27/24 16:28,11/27/24 16:28,Administration,EMP IT USER SERVICES,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0.015748,46.0773,IT USER SERVICES,
,,,,,,11/25/24 21:02,,11/25/24 20:53,11/25/24 20:53,Administration,EMP ATHLETIC ADMINISTRATION,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.0895522,48.3921,ATHLETIC ADMINISTRATION,
,,,,,,,,11/26/24 20:37,11/26/24 20:37,Administration,,,,,Authorize Pending Transaction on your Wallet (Link),0.0530303,39.1328,DAVID CRAWFORD SCHOOL ENGINEERING,
,,,,,,11/27/24 15:36,11/27/24 15:36,11/26/24 16:58,11/26/24 16:58,Administration,EMP CIVIL ENGINEERING,,,,Kmart: Kmart Deals are Starting Soon! (Link) (PDF Attachment),0.0243902,37.605,CIVIL ENGINEERING,
,,,,,,11/27/24 23:02,,11/27/24 13:29,11/27/24 13:29,Administration,EMP ELECTRICAL AND COMPUTER ENGINEERING,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0212766,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,11/25/24 18:21,11/25/24 18:21,Administration,EMP CURRENT RESTRICTED - GRANTS,,,,Your School Portraits are now available - Order#24532197 (Link),0.0648148,38.3882,,
,,,,,,11/25/24 20:28,,11/25/24 20:21,11/25/24 20:21,Administration,EMP ATHLETIC ADMINISTRATION,,,,ParkingEye: Parking Ticket Refund (Link),0.0305344,48.3921,MEN'S LACROSSE,
,,,,,,11/26/24 13:15,11/26/24 13:15,11/25/24 19:38,11/25/24 19:38,Administration,EMP FINANCIAL AFFAIRS,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,39.1328,FINANCIAL AFFAIRS,
,,,,,,,,11/27/24 18:05,11/27/24 18:05,Administration,,,,,ParkingEye: Parking Ticket Refund (Link),0.00826446,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,11/27/24 15:43,11/27/24 15:43,Administration,EMP KREITZBERG ARENA,,,,Red Lobster reopening - Thank you for your support (Link),0.0530303,39.1328,KREITZBERG ARENA,
,,,,,,11/26/24 21:24,11/26/24 21:24,11/26/24 20:14,11/26/24 20:14,Administration,EMP INFORMATION TECHNOLOGY,,,,Marriott: We're sorry. Here is a free 2-night stay at any Marriott location. (Link) (Credentials Landing Page),0.015748,39.1328,INFORMATION TECHNOLOGY,
,,,,,,,,11/27/24 18:34,11/27/24 18:34,Administration,EMP MATHEMATICS,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.00793651,39.1328,MATHEMATICS,
,,,,,,11/26/24 16:06,11/26/24 16:06,11/26/24 16:05,11/26/24 16:05,Administration,EMP ADMISSIONS,,,,"HelloFax: HelloFax, Someone Sent You a Fax (Link)",0,39.1328,ADMISSIONS,
11/26/24 19:16,,,,,,11/26/24 19:16,,11/26/24 18:36,11/26/24 18:36,Administration,EMP ATHLETIC ADMINISTRATION,Chrome,131,android,Someone sent you a Mother's Day ecard! (Link) (Credentials Landing Page),0.0895522,50.7069,MEN'S HOCKEY,
,,,,,,,,11/26/24 20:46,11/26/24 20:46,Administration,EMP PEACE AND WAR CENTER,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0222222,46.0773,,
,,,,,,,,11/26/24 16:30,11/26/24 16:30,Administration,EMP PHILOSOPHY,,,,It's Girl Scout Cookie Time! (QR Code) (Spoofs Domain),0.0117647,46.0773,,
,,,,,,,,11/27/24 21:12,11/27/24 21:12,Administration,EMP FAC OPER PLANT ADMIN,,,,jetBlue: Chance to win a FREE upgrade on your flight to New York! (Link),0,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,11/26/24 18:05,11/26/24 18:05,Administration,EMP ENGLISH,,,,Panera Bread: Free Sandwich! (Link),0.0225564,40.2902,FACULTY DEVELOPMENT,
,,,,,,,,11/26/24 17:59,11/26/24 17:59,Administration,EMP SECURITY,,,,Parking Ticket Refund (Link),0.015748,39.1328,SECURITY,
,,,,,,,,11/26/24 17:56,11/26/24 17:56,Administration,EMP SCHOOL OF ARCHITECTURE & ART,,,,UPS: Service Temporarily Unavailable (QR Code),0.0305344,39.1328,SCHOOL OF ARCHITECTURE & ART,
,,,,,,11/26/24 14:08,11/26/24 14:08,11/25/24 21:00,11/25/24 21:00,Administration,EMP ADMISSIONS,,,,Navy Federal: Your deposit is on hold (Link),0.0384615,43.7625,ADMISSIONS,
,,,,,,,,11/26/24 14:04,11/26/24 14:04,Administration,EMP BIOLOGY,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0396825,46.0773,BIOLOGY,
,,,,,,11/25/24 14:50,,11/25/24 14:30,11/25/24 14:34,Administration,EMP ATHLETIC ADMINISTRATION,,,,eFax: Urgent - Confirm account to receive important fax (Link),0.0526316,47.2347,MEN'S WRESTLING,
,,,,,,,,11/25/24 21:33,11/25/24 21:33,Administration,EMP COLLEGE OF PROFESSIONAL SCH-ADMIN,,,,Get Spotify Premium for Free! (QR Code),0.0820896,48.3921,COLLEGE OF PROFESSIONAL SCH-ADMIN,
,,,,,,11/27/24 22:23,,11/27/24 20:32,11/27/24 20:32,Administration,EMP ATHLETIC ADMINISTRATION,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0.0530303,46.0773,MEN'S WRESTLING,
,,,,,,,,11/27/24 17:13,11/27/24 17:13,Administration,EMP FAC OPER PLANT ADMIN,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0.008,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,11/27/24 17:51,11/27/24 17:51,Administration,EMP BIOLOGY,,,,Crypto University Giveaway (Link),0.0451128,44.9199,BIOLOGY,
,,,,,,11/27/24 20:48,,11/27/24 18:02,11/27/24 18:02,Administration,EMP BS IN STRATEGIC STUDIES (BSSSDA),,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0606061,46.0773,BIS INTERDISCIPLINARY STUDIES,
,,,,,,11/26/24 2:16,,11/25/24 21:07,11/25/24 21:07,Administration,,,,,Hello All Cat Lovers!!!!! (Link),0.0740741,41.4476,COMDNT CADETS,
,,,,,,,,11/27/24 16:24,11/27/24 16:24,Administration,EMP ENGLISH,,,,New invitation to publish your book (Link),0,46.0773,,
,,,,,,11/26/24 7:45,,11/25/24 17:59,11/25/24 17:59,Administration,EMP MAJOR GIFTS OPERATIONS,,,,Would you mind taking a look at this invoice? (Link) (Spoofs Domain) (Credentials Landing Page),0.203008,53.0217,MAJOR GIFTS OPERATIONS,
,,,,,,12/1/24 3:50,,11/27/24 15:50,11/27/24 15:50,Administration,EMP ARCHITECTURE,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0,46.0773,ARCHITECTURE,
,,,,,,,,11/27/24 17:07,11/27/24 17:07,Administration,EMP DEVELOPMENT RESEARCH,,,,Someone sent you a Mother's Day ecard! (Link) (Credentials Landing Page),0.015748,43.7625,RESEARCH AND ADVANCEMENT SERVICES,
,,,,,,11/28/24 3:23,,11/27/24 20:33,11/27/24 20:33,Administration,,,,,Your School Portraits are now available - Order#24532197 (Link),0.0117647,39.1328,SWIMMING,
,,,,,,11/25/24 18:46,11/25/24 18:46,11/25/24 18:45,11/25/24 18:45,Administration,EMP FINANCIAL AID OFFICE,,,,UPS: Service Temporarily Unavailable (QR Code),0.00787402,39.1328,FINANCIAL AID OFFICE,
,,,,,,,,11/26/24 16:28,11/26/24 16:28,Administration,EMP FAC OPER PLANT ADMIN,,,,Dick's: Congratulations! (QR Code),0.0078125,48.3921,FAC OPER PLANT ADMIN,
,,,,,,11/27/24 22:15,,11/27/24 21:56,11/27/24 21:56,Administration,,,,,Chase: You have a payment on hold (Link),0.0141844,44.9199,MAJOR GIFTS OPERATIONS,
,,,,,,,,11/27/24 18:54,11/27/24 18:54,Administration,EMP PSYCHOLOGY,,,,Amazon: Amazon Renewal (Link),0.0192308,46.0773,PSYCHOLOGY,
,,,,,,,,11/26/24 13:11,11/26/24 13:11,Administration,,,,,UPS: Service Temporarily Unavailable (QR Code),0.0322581,46.0773,,
,,,,,,,,11/26/24 21:44,11/26/24 21:44,Administration,ENGLISH,,,,eFax: Urgent - Confirm account to receive important fax (Link),0.0277778,46.0773,,
,,,,,,11/26/24 16:55,11/26/24 16:55,11/26/24 15:46,11/26/24 15:46,Administration,EMP NURSING,,,,Expedia: Pack your bags! Your trip is booked. (QR Code),0.0393701,39.1328,NURSING,
,,,,,,,,11/26/24 20:22,11/26/24 20:22,Administration,,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0,46.0773,NURSING,
,,,,,,,,11/27/24 14:31,11/27/24 14:31,Administration,EMP INFORMATION TECHNOLOGY,,,,EA Playstation Account Notification (Link) (QR Code),0.00793651,46.0773,INFORMATION TECHNOLOGY,
,,,,,,,,11/26/24 19:11,11/26/24 19:11,Administration,EMP DEAN OF STUDENTS,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0.0472441,46.0773,DEAN OF STUDENTS,
,,,,,,11/26/24 16:07,,11/26/24 13:07,11/26/24 13:07,Administration,EMP CRIMINOLOGY AND CRIMINAL JUSTICE,,,,New invitation to publish your book (Link),0.00819672,43.7625,CRIMINOLOGY AND CRIMINAL JUSTICE,
,,,,,,11/27/24 18:07,,11/27/24 18:00,11/27/24 18:00,Administration,EMP POLITICAL SCIENCE,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.0148148,46.0773,POLITICAL SCIENCE,
,,,,,,,,11/26/24 16:08,11/26/24 16:08,Administration,EMP HUMAN RESOURCES,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0.0384615,40.2902,HUMAN RESOURCES,
,,,,,,11/25/24 18:19,11/25/24 18:19,11/25/24 17:47,11/25/24 17:47,Administration,EMP FINANCIAL AFFAIRS,,,,Facebook: Your friend tagged you in photos on Facebook (Link) (SPT),0.0384615,39.1328,FINANCIAL AFFAIRS,
,,,,,,11/27/24 18:31,,11/27/24 14:29,11/27/24 14:29,Administration,EMP MANAGEMENT,,,,LinkedIn: Verification Required! (Link) (Credentials Landing Page),0.0227273,46.0773,MANAGEMENT,
,,,,,,11/27/24 18:26,,11/27/24 17:47,11/27/24 17:47,Administration,EMP ATHLETIC ADMINISTRATION,,,,Red Lobster reopening - Thank you for your support (Link),0.0373134,48.3921,BASKETBALL MEN,
,,,,,,11/26/24 19:43,,11/26/24 18:29,11/26/24 18:29,Administration,EMP CRIMINOLOGY AND CRIMINAL JUSTICE,,,,New invitation to publish your book (Link),0.00787402,39.1328,CRIMINOLOGY AND CRIMINAL JUSTICE,
,,,,,,,,11/26/24 21:25,11/26/24 21:25,Administration,EMP POLITICAL SCIENCE,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0.0225564,43.7625,POLITICAL SCIENCE,
,,,,,,,,11/27/24 21:45,11/27/24 21:45,Administration,EMP BS IN CRIMINAL JUSTICE (BSCJ),,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0.0564516,48.3921,BS IN CRIMINAL JUSTICE (BSCJ),
,,,,,,,,11/26/24 19:01,11/26/24 19:01,Student,Graduate Studies-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Someone sent you a Mother's Day ecard! (Link) (Credentials Landing Page),0,46.0773,Nursing,
,,,,,,11/26/24 14:14,11/26/24 17:43,11/26/24 13:38,11/26/24 13:38,Administration,EMP CHEMISTRY AND BIOCHEMISTRY,,,,Disney: Your Disney account was updated (Link),0.008,40.2902,CHEMISTRY AND BIOCHEMISTRY,
,,,,,,11/27/24 0:16,11/27/24 0:16,11/26/24 19:55,11/26/24 19:55,Administration,EMP NO CONTRACT,,,,UPS: Service Temporarily Unavailable (QR Code),0.0350877,39.1328,ENGLISH,
